payment_id,subscription_id,customer_id,payment_date,amount
791,65,65.0,2025-01-15,29
792,66,66.0,2025-01-30,79
793,66,66.0,2025-01-30,29
794,66,66.0,2025-01-30,79
795,66,66.0,2025-01-30,-29
796,66,66.0,2025-01-30,199.00
797,66,66.0,2025-01-30,199.00
798,66,66.0,2025-01-30,79
799,66,66.0,2025-01-30,29
800,66,66.0,2025-01-30,199.00
801,66,66.0,2025-01-30,79
802,66,66.0,2025-01-30,79
803,67,67.0,2024-06-13,29
804,67,67.0,2024-06-13,79
805,67,67.0,2024-06-13,29
806,67,67.0,2024-06-13,29
807,67,67.0,2024-06-13,79
808,67,67.0,2024-06-13,79
809,67,67.0,2024-06-13,79
810,67,67.0,2024-06-13,29.00
811,67,67.0,2024-06-13,79
812,67,67.0,2024-06-13,29
813,67,67.0,2024-06-13,79
814,67,67.0,2024-06-13,29
815,67,67.0,2024-06-13,29
816,67,67.0,2024-06-13,29.00
817,68,68.0,2024-12-25,79
818,68,68.0,2024-12-25,79
819,68,68.0,2024-12-25,199.00
820,68,68.0,2024-12-25,199.00
821,68,68.0,2024-12-25,199.00
822,68,68.0,2024-12-25,29.00
823,68,68.0,2024-12-25,79
824,68,68.0,2024-12-25,29.00
825,68,68.0,2024-12-25,-29
826,68,68.0,2024-12-25,29.00
827,68,68.0,2024-12-25,29
828,69,69.0,2025-07-17,29
829,69,69.0,2025-07-17,29
830,69,69.0,2025-07-17,29
831,69,69.0,2025-07-17,199.00
832,69,69.0,2025-07-17,79
833,69,69.0,2025-07-17,79
834,69,69.0,2025-07-17,199.00
835,69,69.0,2025-07-17,79
836,69,69.0,2025-07-17,29
837,69,69.0,2025-07-17,29
838,69,69.0,2025-07-17,79
839,69,69.0,2025-07-17,79
840,69,69.0,2025-07-17,199.00
841,69,69.0,2025-07-17,29.00
842,69,69.0,2025-07-17,29.00
843,70,70.0,2025-04-15,79
844,70,70.0,2025-04-15,79
845,70,70.0,2025-04-15,199.00
846,70,70.0,2025-04-15,79
847,70,70.0,2025-04-15,29
848,70,70.0,2025-04-15,29
849,71,71.0,2026-05-11,79
850,71,71.0,2026-05-11,79
851,71,71.0,2026-05-11,29
852,71,71.0,2026-05-11,29.00
853,71,71.0,2026-05-11,199.00
854,71,71.0,2026-05-11,29
855,71,71.0,2026-05-11,29
856,71,71.0,2026-05-11,29.00
857,71,71.0,2026-05-11,199.00
858,71,71.0,2026-05-11,199.00
859,71,71.0,2026-05-11,29.00
860,71,71.0,2026-05-11,79
861,71,71.0,2026-05-11,79
862,71,71.0,2026-05-11,29
863,72,72.0,2025-10-28,79
864,72,72.0,2025-10-28,199.00
865,72,72.0,2025-10-28,29.00
866,72,72.0,2025-10-28,29.00
867,72,72.0,2025-10-28,79
868,72,72.0,2025-10-28,199.00
869,72,72.0,2025-10-28,199.00
870,72,72.0,2025-10-28,79
871,73,73.0,2024-06-28,-29
872,73,73.0,2024-06-28,199.00
873,73,73.0,2024-06-28,199.00
874,73,73.0,2024-06-28,29
875,73,73.0,2024-06-28,79
876,73,73.0,2024-06-28,29
877,73,73.0,2024-06-28,79
878,73,73.0,2024-06-28,29
879,73,73.0,2024-06-28,29
880,73,73.0,2024-06-28,-29
881,73,,2024-06-28,29.00
882,74,74.0,2024-10-14,29
883,74,74.0,2024-10-14,29
884,74,74.0,2024-10-14,29
885,74,74.0,2024-10-14,29.00
886,74,74.0,2024-10-14,199.00
887,74,74.0,2024-10-14,199.00
888,74,74.0,2024-10-14,29.00
889,74,74.0,2024-10-14,29.00
890,74,74.0,2024-10-14,29
891,74,74.0,2024-10-14,79
892,74,74.0,2024-10-14,29.00
893,74,74.0,2024-10-14,29
894,74,74.0,2024-10-14,29
895,74,74.0,2024-10-14,29.00
896,74,,2024-10-14,29
897,74,74.0,2024-10-14,199.00
898,75,75.0,2025-10-21,79
899,75,75.0,2025-10-21,29
900,75,75.0,2025-10-21,29
901,75,75.0,2025-10-21,79
902,75,75.0,2025-10-21,29
903,75,75.0,2025-10-21,79
904,75,75.0,2025-10-21,-29
905,75,75.0,2025-10-21,29
906,75,75.0,2025-10-21,29.00
907,75,75.0,2025-10-21,29
908,75,75.0,2025-10-21,29.00
909,75,75.0,2025-10-21,79
910,76,76.0,2026-01-20,79
911,76,76.0,2026-01-20,29
912,76,76.0,2026-01-20,79
913,76,,2026-01-20,29
914,76,76.0,2026-01-20,29.00
915,76,76.0,2026-01-20,79
916,76,76.0,2026-01-20,79
917,76,76.0,2026-01-20,79
918,77,77.0,2025-05-16,29
919,77,77.0,2025-05-16,29.00
920,77,77.0,2025-05-16,199.00
921,77,77.0,2025-05-16,199.00
922,77,77.0,2025-05-16,199.00
923,77,77.0,2025-05-16,29.00
924,77,77.0,2025-05-16,79
925,78,78.0,2025-11-25,29
926,78,78.0,2025-11-25,29.00
927,78,78.0,2025-11-25,79
928,78,78.0,2025-11-25,29.00
929,78,78.0,2025-11-25,29
930,78,78.0,2025-11-25,29
931,78,78.0,2025-11-25,79
932,79,79.0,2025-04-16,79
933,79,79.0,2025-04-16,79
934,79,79.0,2025-04-16,29
935,79,79.0,2025-04-16,29
936,79,,2025-04-16,29
937,79,79.0,2025-04-16,29
938,79,79.0,2025-04-16,29.00
939,79,79.0,2025-04-16,29
940,79,79.0,2025-04-16,199.00
941,79,79.0,2025-04-16,29.00
942,79,79.0,2025-04-16,29
943,79,79.0,2025-04-16,29
944,79,79.0,2025-04-16,29.00
945,80,80.0,2024-09-23,29
946,80,,2024-09-23,29
947,80,80.0,2024-09-23,29.00
948,80,80.0,2024-09-23,199.00
949,80,80.0,2024-09-23,79
950,80,80.0,2024-09-23,29.00
951,80,80.0,2024-09-23,29.00
952,80,80.0,2024-09-23,29
953,80,80.0,2024-09-23,199.00
954,80,80.0,2024-09-23,29
955,80,80.0,2024-09-23,199.00
956,80,80.0,2024-09-23,79
957,80,80.0,2024-09-23,29
958,81,81.0,2025-06-02,79
959,81,81.0,2025-06-02,79
960,81,81.0,2025-06-02,29
961,81,81.0,2025-06-02,79
962,81,81.0,2025-06-02,79
963,81,81.0,2025-06-02,29
964,81,81.0,2025-06-02,79
965,81,81.0,2025-06-02,29
966,81,81.0,2025-06-02,29.00
967,82,82.0,2025-12-06,79
968,82,82.0,2025-12-06,79
969,82,82.0,2025-12-06,79
970,82,82.0,2025-12-06,29
971,82,82.0,2025-12-06,29
972,82,82.0,2025-12-06,29
973,82,82.0,2025-12-06,29.00
974,82,82.0,2025-12-06,29
975,83,83.0,2025-01-15,79
976,83,83.0,2025-01-15,79
977,83,83.0,2025-01-15,29.00
978,83,83.0,2025-01-15,29.00
979,83,83.0,2025-01-15,29
980,83,83.0,2025-01-15,29
981,84,84.0,2024-10-14,29.00
982,84,84.0,2024-10-14,29.00
983,84,84.0,2024-10-14,29
984,84,84.0,2024-10-14,29
985,84,84.0,2024-10-14,199.00
986,84,84.0,2024-10-14,199.00
987,84,84.0,2024-10-14,29.00
988,85,85.0,2024-10-14,29
989,85,85.0,2024-10-14,79
990,85,85.0,2024-10-14,29.00
991,85,85.0,2024-10-14,79
992,85,85.0,2024-10-14,79
993,85,85.0,2024-10-14,199.00
994,85,85.0,2024-10-14,79
995,85,85.0,2024-10-14,29
996,85,85.0,2024-10-14,29
997,85,85.0,2024-10-14,29
998,85,85.0,2024-10-14,79
999,85,85.0,2024-10-14,29.00
1000,85,85.0,2024-10-14,199.00
1001,85,85.0,2024-10-14,199.00
1002,85,85.0,2024-10-14,29.00
1003,85,85.0,2024-10-14,79
1004,86,86.0,2024-09-18,79
1005,86,86.0,2024-09-18,29
1006,86,86.0,2024-09-18,199.00
1007,86,86.0,2024-09-18,29.00
1008,86,86.0,2024-09-18,79
1009,86,86.0,2024-09-18,29
1010,86,86.0,2024-09-18,-29
1011,86,86.0,2024-09-18,29
1012,86,86.0,2024-09-18,29.00
1013,87,87.0,2026-04-29,29.00
1014,87,87.0,2026-04-29,29
1015,87,87.0,2026-04-29,29
1016,87,87.0,2026-04-29,79
1017,87,87.0,2026-04-29,29
1018,87,87.0,2026-04-29,79
1019,88,88.0,2025-04-16,79
1020,88,88.0,2025-04-16,29
1021,88,88.0,2025-04-16,29.00
1022,88,88.0,2025-04-16,29
1023,88,88.0,2025-04-16,199.00
1024,88,88.0,2025-04-16,79
1025,88,88.0,2025-04-16,79
1026,88,88.0,2025-04-16,79
1027,88,88.0,2025-04-16,29.00
1028,88,88.0,2025-04-16,199.00
1029,88,88.0,2025-04-16,199.00
1030,88,88.0,2025-04-16,29
1031,88,88.0,2025-04-16,29.00
1032,88,88.0,2025-04-16,29
1033,88,88.0,2025-04-16,79
1034,88,88.0,2025-04-16,79
1035,88,88.0,2025-04-16,79
1036,89,89.0,2025-04-20,79
1037,89,89.0,2025-04-20,-29
1038,89,89.0,2025-04-20,29
1039,89,89.0,2025-04-20,79
1040,89,89.0,2025-04-20,29
1041,89,89.0,2025-04-20,79
1042,89,89.0,2025-04-20,199.00
1043,89,89.0,2025-04-20,29.00
1044,90,90.0,2025-08-11,29
1045,90,90.0,2025-08-11,79
1046,90,,2025-08-11,29.00
1047,90,90.0,2025-08-11,29
1048,90,90.0,2025-08-11,79
1049,90,90.0,2025-08-11,29.00
1050,90,90.0,2025-08-11,29
1051,90,90.0,2025-08-11,79
1052,90,90.0,2025-08-11,29
1053,90,90.0,2025-08-11,29.00
1054,90,90.0,2025-08-11,29.00
1055,90,90.0,2025-08-11,79
1056,90,90.0,2025-08-11,79
1057,90,90.0,2025-08-11,199.00
1058,90,90.0,2025-08-11,79
1059,90,90.0,2025-08-11,29.00
1060,91,91.0,2025-08-06,199.00
1061,91,91.0,2025-08-06,29.00
1062,91,91.0,2025-08-06,199.00
1063,91,91.0,2025-08-06,79
1064,91,91.0,2025-08-06,79
1065,91,91.0,2025-08-06,79
1066,91,91.0,2025-08-06,29.00
1067,91,91.0,2025-08-06,79
1068,91,91.0,2025-08-06,29.00
1069,91,91.0,2025-08-06,79
1070,91,91.0,2025-08-06,29
1071,91,91.0,2025-08-06,79
1072,91,,2025-08-06,79
1073,91,91.0,2025-08-06,199.00
1074,92,92.0,2025-02-11,29.00
1075,92,92.0,2025-02-11,29
1076,92,92.0,2025-02-11,29
1077,92,92.0,2025-02-11,29
1078,92,92.0,2025-02-11,199.00
1079,92,92.0,2025-02-11,29
1080,92,92.0,2025-02-11,79
1081,92,92.0,2025-02-11,29
1082,93,93.0,2025-07-03,79
1083,93,93.0,2025-07-03,29
1084,93,93.0,2025-07-03,29
1085,93,93.0,2025-07-03,199.00
1086,93,93.0,2025-07-03,29.00
1087,93,93.0,2025-07-03,79
1088,93,93.0,2025-07-03,199.00
1089,93,93.0,2025-07-03,29.00
1090,93,93.0,2025-07-03,79
1091,93,93.0,2025-07-03,29
1092,93,93.0,2025-07-03,29.00
1093,93,93.0,2025-07-03,79
1094,93,93.0,2025-07-03,-29
1095,93,93.0,2025-07-03,29.00
1096,93,93.0,2025-07-03,79
1097,93,93.0,2025-07-03,29.00
1098,93,93.0,2025-07-03,79
1099,94,94.0,2025-07-01,79
1100,94,94.0,2025-07-01,79
1101,94,94.0,2025-07-01,29.00
1102,94,94.0,2025-07-01,199.00
1103,94,94.0,2025-07-01,29
1104,94,94.0,2025-07-01,29.00
1105,94,94.0,2025-07-01,199.00
1106,94,94.0,2025-07-01,-29
1107,94,94.0,2025-07-01,-29
1108,94,94.0,2025-07-01,199.00
1109,94,94.0,2025-07-01,29.00
1110,95,95.0,2025-10-21,79
1111,95,95.0,2025-10-21,29.00
1112,95,95.0,2025-10-21,79
1113,95,95.0,2025-10-21,79
1114,95,95.0,2025-10-21,29
1115,95,95.0,2025-10-21,29
1116,95,95.0,2025-10-21,29
1117,95,95.0,2025-10-21,29
1118,95,95.0,2025-10-21,199.00
1119,95,95.0,2025-10-21,29.00
1120,95,95.0,2025-10-21,29
1121,95,95.0,2025-10-21,79
1122,96,96.0,2026-03-22,79
1123,96,96.0,2026-03-22,79
1124,96,96.0,2026-03-22,79
1125,96,96.0,2026-03-22,29.00
1126,96,96.0,2026-03-22,199.00
1127,96,96.0,2026-03-22,199.00
1128,96,96.0,2026-03-22,29.00
1129,96,96.0,2026-03-22,29.00
1130,96,96.0,2026-03-22,199.00
1131,96,96.0,2026-03-22,29.00
1132,96,96.0,2026-03-22,199.00
1133,96,96.0,2026-03-22,199.00
1134,96,96.0,2026-03-22,29
1135,96,96.0,2026-03-22,79
1136,96,96.0,2026-03-22,199.00
1137,96,96.0,2026-03-22,29
1138,97,97.0,2025-02-20,29
1139,97,97.0,2025-02-20,29.00
1140,97,97.0,2025-02-20,79
1141,97,97.0,2025-02-20,79
1142,97,97.0,2025-02-20,29.00
1143,97,97.0,2025-02-20,199.00
1144,97,97.0,2025-02-20,-29
1145,97,97.0,2025-02-20,29.00
1146,97,97.0,2025-02-20,29
1147,97,97.0,2025-02-20,79
1148,97,97.0,2025-02-20,-29
1149,97,,2025-02-20,199.00
1150,97,97.0,2025-02-20,29
1151,97,97.0,2025-02-20,29
1152,98,98.0,2026-04-28,29.00
1153,98,98.0,2026-04-28,29
1154,98,98.0,2026-04-28,29
1155,98,98.0,2026-04-28,79
1156,98,98.0,2026-04-28,199.00
1157,98,98.0,2026-04-28,79
1158,98,98.0,2026-04-28,-29
1159,98,98.0,2026-04-28,29.00
1160,98,98.0,2026-04-28,79
1161,98,98.0,2026-04-28,199.00
1162,99,99.0,2025-11-13,29
1163,99,99.0,2025-11-13,29
1164,99,99.0,2025-11-13,79
1165,99,99.0,2025-11-13,79
1166,99,99.0,2025-11-13,199.00
1167,99,99.0,2025-11-13,199.00
1168,99,99.0,2025-11-13,79
1169,99,99.0,2025-11-13,29
1170,99,99.0,2025-11-13,29
1171,99,99.0,2025-11-13,29.00
1172,99,99.0,2025-11-13,79
1173,99,99.0,2025-11-13,79
1174,99,99.0,2025-11-13,79
1175,99,,2025-11-13,79
1176,99,99.0,2025-11-13,199.00
1177,100,100.0,2026-04-21,29
1178,100,100.0,2026-04-21,199.00
1179,100,100.0,2026-04-21,29.00
1180,100,100.0,2026-04-21,29
1181,100,100.0,2026-04-21,29.00
1182,100,100.0,2026-04-21,29
1183,100,100.0,2026-04-21,199.00
1184,100,100.0,2026-04-21,-29
1185,101,101.0,2026-01-08,79
1186,101,101.0,2026-01-08,199.00
1187,101,101.0,2026-01-08,29.00
1188,101,101.0,2026-01-08,79
1189,101,101.0,2026-01-08,79
1190,101,101.0,2026-01-08,29.00
1191,101,101.0,2026-01-08,29
1192,101,101.0,2026-01-08,29
1193,101,101.0,2026-01-08,79
1194,101,101.0,2026-01-08,79
1195,101,101.0,2026-01-08,199.00
1196,102,102.0,2025-05-01,79
1197,102,102.0,2025-05-01,199.00
1198,102,102.0,2025-05-01,199.00
1199,102,102.0,2025-05-01,199.00
1200,102,102.0,2025-05-01,199.00
1201,102,102.0,2025-05-01,199.00
1202,102,102.0,2025-05-01,199.00
1203,103,103.0,2025-02-09,79
1204,103,103.0,2025-02-09,29
1205,103,103.0,2025-02-09,79
1206,103,103.0,2025-02-09,29
1207,103,103.0,2025-02-09,29
1208,103,103.0,2025-02-09,29.00
1209,103,103.0,2025-02-09,29.00
1210,103,103.0,2025-02-09,79
1211,104,104.0,2024-09-24,199.00
1212,104,104.0,2024-09-24,79
1213,104,104.0,2024-09-24,29
1214,104,104.0,2024-09-24,199.00
1215,104,104.0,2024-09-24,29.00
1216,104,104.0,2024-09-24,29
1217,104,104.0,2024-09-24,29.00
1218,104,104.0,2024-09-24,79
1219,104,104.0,2024-09-24,29
1220,104,104.0,2024-09-24,199.00
1221,104,104.0,2024-09-24,199.00
1222,104,104.0,2024-09-24,79
1223,104,104.0,2024-09-24,29.00
1224,105,105.0,2026-05-14,29
1225,105,105.0,2026-05-14,79
1226,105,105.0,2026-05-14,29.00
1227,105,105.0,2026-05-14,79
1228,105,105.0,2026-05-14,199.00
1229,105,105.0,2026-05-14,79
1230,105,105.0,2026-05-14,79
1231,106,106.0,2025-06-08,79
1232,106,106.0,2025-06-08,79
1233,106,106.0,2025-06-08,199.00
1234,106,106.0,2025-06-08,29.00
1235,106,106.0,2025-06-08,79
1236,106,106.0,2025-06-08,79
1237,106,106.0,2025-06-08,199.00
1238,106,106.0,2025-06-08,29
1239,106,106.0,2025-06-08,29.00
1240,106,106.0,2025-06-08,199.00
1241,106,106.0,2025-06-08,79
1242,106,106.0,2025-06-08,79
1243,106,106.0,2025-06-08,79
1244,106,106.0,2025-06-08,199.00
1245,107,107.0,2025-01-22,29
1246,107,107.0,2025-01-22,79
1247,107,107.0,2025-01-22,79
1248,107,107.0,2025-01-22,79
1249,107,107.0,2025-01-22,29
1250,107,107.0,2025-01-22,29.00
1251,107,107.0,2025-01-22,29
1252,107,107.0,2025-01-22,29
1253,107,107.0,2025-01-22,29
1254,107,107.0,2025-01-22,79
1255,107,107.0,2025-01-22,29
1256,107,107.0,2025-01-22,79
1257,107,107.0,2025-01-22,79
1258,107,107.0,2025-01-22,199.00
1259,107,107.0,2025-01-22,79
1260,107,107.0,2025-01-22,199.00
1261,107,107.0,2025-01-22,29
1262,108,108.0,2025-06-10,199.00
1263,108,108.0,2025-06-10,79
1264,108,108.0,2025-06-10,199.00
1265,108,108.0,2025-06-10,29.00
1266,108,108.0,2025-06-10,29.00
1267,108,108.0,2025-06-10,29
1268,108,108.0,2025-06-10,29.00
1269,108,108.0,2025-06-10,29
1270,108,108.0,2025-06-10,29.00
1271,108,108.0,2025-06-10,79
1272,108,108.0,2025-06-10,79
1273,108,108.0,2025-06-10,79
1274,108,108.0,2025-06-10,199.00
1275,108,108.0,2025-06-10,29.00
1276,108,108.0,2025-06-10,29.00
1277,108,108.0,2025-06-10,29
1278,109,109.0,2025-10-21,29
1279,109,109.0,2025-10-21,79
1280,109,109.0,2025-10-21,-29
1281,109,109.0,2025-10-21,79
1282,109,109.0,2025-10-21,79
1283,109,109.0,2025-10-21,29
1284,109,109.0,2025-10-21,29
1285,109,109.0,2025-10-21,-29
1286,109,109.0,2025-10-21,29
1287,109,109.0,2025-10-21,79
1288,109,109.0,2025-10-21,29.00
1289,110,110.0,2025-02-01,29
1290,110,110.0,2025-02-01,29.00
1291,110,110.0,2025-02-01,29
1292,110,110.0,2025-02-01,199.00
1293,110,110.0,2025-02-01,29
1294,110,110.0,2025-02-01,79
1295,110,110.0,2025-02-01,29
1296,110,110.0,2025-02-01,79
1297,110,110.0,2025-02-01,29
1298,110,,2025-02-01,79
1299,110,,2025-02-01,199.00
1300,110,110.0,2025-02-01,199.00
1301,110,110.0,2025-02-01,79
1302,110,110.0,2025-02-01,29
1303,110,110.0,2025-02-01,199.00
1304,110,110.0,2025-02-01,79
1305,111,111.0,2024-11-04,29.00
1306,111,111.0,2024-11-04,79
1307,111,111.0,2024-11-04,29
1308,111,111.0,2024-11-04,199.00
1309,111,111.0,2024-11-04,29
1310,111,111.0,2024-11-04,29
1311,111,111.0,2024-11-04,79
1312,111,111.0,2024-11-04,29
1313,111,111.0,2024-11-04,199.00
1314,111,111.0,2024-11-04,199.00
1315,111,111.0,2024-11-04,29.00
1316,111,111.0,2024-11-04,29.00
1317,111,111.0,2024-11-04,79
1318,111,111.0,2024-11-04,79
1319,112,112.0,2026-02-05,29
1320,112,112.0,2026-02-05,29
1321,112,112.0,2026-02-05,29.00
1322,112,112.0,2026-02-05,29.00
1323,112,112.0,2026-02-05,79
1324,112,112.0,2026-02-05,29.00
1325,112,112.0,2026-02-05,29
1326,112,112.0,2026-02-05,29
1327,112,112.0,2026-02-05,199.00
1328,112,112.0,2026-02-05,29
1329,113,113.0,2025-02-10,29
1330,113,113.0,2025-02-10,199.00
1331,113,113.0,2025-02-10,29.00
1332,113,113.0,2025-02-10,199.00
1333,113,113.0,2025-02-10,29
1334,113,113.0,2025-02-10,199.00
1335,113,113.0,2025-02-10,79
1336,113,113.0,2025-02-10,29
1337,113,113.0,2025-02-10,79
1338,113,113.0,2025-02-10,29
1339,113,113.0,2025-02-10,79
1340,114,114.0,2024-06-15,29
1341,114,114.0,2024-06-15,79
1342,114,114.0,2024-06-15,29.00
1343,114,114.0,2024-06-15,79
1344,114,114.0,2024-06-15,199.00
1345,114,114.0,2024-06-15,29
1346,114,114.0,2024-06-15,29
1347,114,114.0,2024-06-15,199.00
1348,114,114.0,2024-06-15,29
1349,114,114.0,2024-06-15,29
1350,114,114.0,2024-06-15,29
1351,114,114.0,2024-06-15,29
1352,115,115.0,2025-10-22,199.00
1353,115,115.0,2025-10-22,29
1354,115,115.0,2025-10-22,29.00
1355,115,115.0,2025-10-22,29
1356,115,115.0,2025-10-22,-29
1357,115,115.0,2025-10-22,79
1358,115,115.0,2025-10-22,199.00
1359,115,115.0,2025-10-22,29.00
1360,115,115.0,2025-10-22,29
1361,115,115.0,2025-10-22,29
1362,115,115.0,2025-10-22,79
1363,115,115.0,2025-10-22,199.00
1364,116,116.0,2024-10-24,199.00
1365,116,116.0,2024-10-24,29.00
1366,116,116.0,2024-10-24,29.00
1367,116,116.0,2024-10-24,79
1368,116,116.0,2024-10-24,199.00
1369,116,116.0,2024-10-24,29
1370,116,116.0,2024-10-24,79
1371,116,116.0,2024-10-24,79
1372,117,117.0,2025-12-21,199.00
1373,117,117.0,2025-12-21,79
1374,117,,2025-12-21,79
1375,117,117.0,2025-12-21,79
1376,117,117.0,2025-12-21,79
1377,117,117.0,2025-12-21,29.00
1378,117,117.0,2025-12-21,29
1379,117,117.0,2025-12-21,29
1380,118,118.0,2025-07-23,199.00
1381,118,118.0,2025-07-23,29
1382,118,118.0,2025-07-23,79
1383,118,118.0,2025-07-23,79
1384,118,118.0,2025-07-23,199.00
1385,118,118.0,2025-07-23,29
1386,118,118.0,2025-07-23,29
1387,118,,2025-07-23,79
1388,118,118.0,2025-07-23,199.00
1389,118,118.0,2025-07-23,29
1390,118,118.0,2025-07-23,29.00
1391,118,118.0,2025-07-23,29
1392,118,118.0,2025-07-23,79
1393,118,118.0,2025-07-23,79
1394,118,118.0,2025-07-23,199.00
1395,118,118.0,2025-07-23,79
1396,118,118.0,2025-07-23,29
1397,118,118.0,2025-07-23,29
1398,119,119.0,2025-09-11,29
1399,119,119.0,2025-09-11,199.00
1400,119,119.0,2025-09-11,79
1401,119,119.0,2025-09-11,79
1402,119,119.0,2025-09-11,29
1403,119,119.0,2025-09-11,29
1404,119,119.0,2025-09-11,79
1405,119,119.0,2025-09-11,29
1406,119,119.0,2025-09-11,79
1407,119,119.0,2025-09-11,79
1408,119,119.0,2025-09-11,199.00
1409,119,119.0,2025-09-11,29.00
1410,119,119.0,2025-09-11,29.00
1411,119,119.0,2025-09-11,79
1412,119,119.0,2025-09-11,79
1413,119,119.0,2025-09-11,79
1414,120,120.0,2025-01-25,29
1415,120,120.0,2025-01-25,29
1416,120,120.0,2025-01-25,29.00
1417,120,120.0,2025-01-25,29
1418,120,120.0,2025-01-25,199.00
1419,120,120.0,2025-01-25,29
1420,120,120.0,2025-01-25,29.00
1421,120,120.0,2025-01-25,79
1422,121,121.0,2025-02-12,29
1423,121,121.0,2025-02-12,29
1424,121,121.0,2025-02-12,79
1425,121,121.0,2025-02-12,199.00
1426,121,121.0,2025-02-12,79
1427,121,121.0,2025-02-12,79
1428,121,121.0,2025-02-12,29
1429,121,121.0,2025-02-12,79
1430,121,121.0,2025-02-12,199.00
1431,121,121.0,2025-02-12,79
1432,121,121.0,2025-02-12,29
1433,121,121.0,2025-02-12,29
1434,121,121.0,2025-02-12,29
1435,121,121.0,2025-02-12,79
1436,122,122.0,2025-03-28,199.00
1437,122,122.0,2025-03-28,199.00
1438,122,122.0,2025-03-28,29
1439,122,122.0,2025-03-28,29.00
1440,122,122.0,2025-03-28,29
1441,122,,2025-03-28,199.00
1442,122,122.0,2025-03-28,79
1443,122,122.0,2025-03-28,29
1444,122,122.0,2025-03-28,79
1445,122,122.0,2025-03-28,79
1446,122,122.0,2025-03-28,79
1447,122,122.0,2025-03-28,79
1448,122,122.0,2025-03-28,79
1449,122,122.0,2025-03-28,29.00
1450,122,122.0,2025-03-28,79
1451,122,122.0,2025-03-28,29
1452,122,122.0,2025-03-28,29
1453,123,123.0,2026-04-11,29
1454,123,123.0,2026-04-11,29
1455,123,123.0,2026-04-11,79
1456,123,123.0,2026-04-11,79
1457,123,123.0,2026-04-11,29.00
1458,123,123.0,2026-04-11,29
1459,123,123.0,2026-04-11,79
1460,123,123.0,2026-04-11,29.00
1461,123,123.0,2026-04-11,79
1462,124,124.0,2024-11-25,79
1463,124,124.0,2024-11-25,79
1464,124,124.0,2024-11-25,29.00
1465,124,124.0,2024-11-25,79
1466,124,124.0,2024-11-25,199.00
1467,124,124.0,2024-11-25,79
1468,124,124.0,2024-11-25,-29
1469,124,124.0,2024-11-25,199.00
1470,124,124.0,2024-11-25,79
1471,124,124.0,2024-11-25,29
1472,124,124.0,2024-11-25,79
1473,124,124.0,2024-11-25,29
1474,124,124.0,2024-11-25,199.00
1475,124,124.0,2024-11-25,199.00
1476,124,124.0,2024-11-25,199.00
1477,124,124.0,2024-11-25,29
1478,124,124.0,2024-11-25,29
1479,124,124.0,2024-11-25,29
1480,125,125.0,2025-05-11,29.00
1481,125,125.0,2025-05-11,199.00
1482,125,125.0,2025-05-11,199.00
1483,125,125.0,2025-05-11,29.00
1484,125,125.0,2025-05-11,79
1485,125,125.0,2025-05-11,79
1486,125,125.0,2025-05-11,29
1487,125,125.0,2025-05-11,199.00
1488,125,125.0,2025-05-11,29.00
1489,125,125.0,2025-05-11,199.00
1490,125,125.0,2025-05-11,-29
1491,125,125.0,2025-05-11,29
1492,126,126.0,2024-07-31,79
1493,126,126.0,2024-07-31,79
1494,126,126.0,2024-07-31,199.00
1495,126,126.0,2024-07-31,79
1496,126,126.0,2024-07-31,29
1497,126,126.0,2024-07-31,29.00
1498,126,126.0,2024-07-31,29
1499,126,126.0,2024-07-31,-29
1500,126,126.0,2024-07-31,29.00
1501,126,126.0,2024-07-31,29
1502,126,126.0,2024-07-31,79
1503,126,126.0,2024-07-31,29
1504,126,126.0,2024-07-31,79
1505,126,126.0,2024-07-31,79
1506,127,127.0,2024-11-26,29.00
1507,127,127.0,2024-11-26,29.00
1508,127,127.0,2024-11-26,79
1509,127,127.0,2024-11-26,29
1510,127,127.0,2024-11-26,29
1511,127,127.0,2024-11-26,29.00
1512,127,127.0,2024-11-26,79
1513,127,127.0,2024-11-26,79
1514,127,127.0,2024-11-26,29.00
1515,127,127.0,2024-11-26,29.00
1516,127,127.0,2024-11-26,29.00
1517,127,,2024-11-26,29.00
1518,128,128.0,2025-01-30,79
1519,128,128.0,2025-01-30,29
1520,128,128.0,2025-01-30,29.00
1521,128,128.0,2025-01-30,29
1522,128,128.0,2025-01-30,29
1523,128,128.0,2025-01-30,29
1524,128,128.0,2025-01-30,79
1525,128,128.0,2025-01-30,199.00
1526,128,128.0,2025-01-30,199.00
1527,128,128.0,2025-01-30,29.00
1528,129,129.0,2024-06-12,199.00
1529,129,129.0,2024-06-12,79
1530,129,129.0,2024-06-12,29
1531,129,129.0,2024-06-12,199.00
1532,129,,2024-06-12,199.00
1533,129,129.0,2024-06-12,29
1534,129,129.0,2024-06-12,-29
1535,129,129.0,2024-06-12,199.00
1536,129,129.0,2024-06-12,29
1537,129,129.0,2024-06-12,79
1538,129,129.0,2024-06-12,199.00
1539,129,129.0,2024-06-12,29.00
1540,129,129.0,2024-06-12,29.00
1541,129,129.0,2024-06-12,79
1542,129,129.0,2024-06-12,79
1543,129,129.0,2024-06-12,79
1544,130,130.0,2025-02-02,29
1545,130,130.0,2025-02-02,79
1546,130,130.0,2025-02-02,199.00
1547,130,130.0,2025-02-02,79
1548,130,130.0,2025-02-02,29
1549,130,130.0,2025-02-02,29
